GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0004888	6.10081138996646e-06	3.46651376146789	7.07166646108301	21	441	transmembrane signaling receptor activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000010355,ENSXMAG00000011001,ENSXMAG00000016924,ENSXMAG00000018059,ENSXMAG00000020259,ENSXMAG00000004452,ENSXMAG00000006850,ENSXMAG00000006906,ENSXMAG00000013259,ENSXMAG00000018102,ENSXMAG00000020050,ENSXMAG00000013226,ENSXMAG00000020133,ENSXMAG00000020160,ENSXMAG00000020395,ENSXMAG00000004917,ENSXMAG00000008414,ENSXMAG00000009679,ENSXMAG00000019721	cxcr4a,cxcr3.2,il12ba,GPR18,XCR1,p2ry11,ccr12a,p2rx4b,CXCR3,gpr34b,PTAFR,lpar3,CCR9,GPR141,GPR12,tlr22,ntrk2b,tlr1,CHRNA9,HTR1B
GO:0004896	4.06936032896432e-11	65.3196721311475	0.256568397681016	8	16	cytokine receptor activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000010355,ENSXMAG00000016924,ENSXMAG00000020259,ENSXMAG00000006850,ENSXMAG00000020050,ENSXMAG00000013226	cxcr4a,cxcr3.2,il12ba,XCR1,ccr12a,CXCR3,CCR9
GO:0004930	3.13779638644009e-05	3.87140468227425	4.40976933514247	15	275	G protein-coupled receptor activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000011001,ENSXMAG00000016924,ENSXMAG00000018059,ENSXMAG00000020259,ENSXMAG00000006850,ENSXMAG00000006906,ENSXMAG00000013259,ENSXMAG00000018102,ENSXMAG00000020050,ENSXMAG00000013226,ENSXMAG00000020133,ENSXMAG00000020160,ENSXMAG00000019721	cxcr4a,cxcr3.2,GPR18,XCR1,p2ry11,ccr12a,CXCR3,gpr34b,PTAFR,lpar3,CCR9,GPR141,GPR12,HTR1B
GO:0004950	1.71806085208613e-10	90.7382113821138	0.192426298260762	7	12	chemokine receptor activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000016924,ENSXMAG00000020259,ENSXMAG00000006850,ENSXMAG00000020050,ENSXMAG00000013226	cxcr4a,cxcr3.2,XCR1,ccr12a,CXCR3,CCR9
GO:0004992	0.0160355248550635	Inf	0.0160355248550635	1	1	platelet activating factor receptor activity	ENSXMAG00000013259	PTAFR
GO:0005085	0.00135395629717813	4.08587041373927	2.14876033057851	8	134	guanyl-nucleotide exchange factor activity	ENSXMAG00000000476,ENSXMAG00000008297,ENSXMAG00000012216,ENSXMAG00000015563,ENSXMAG00000003528,ENSXMAG00000003896,ENSXMAG00000010043,ENSXMAG00000004851	vav3b,arhgef3l,MCF2L,VAV1,FGD1,DOCK10,cyth4b,rasgrp4
GO:0005096	0.003130932329374	3.02297507788162	3.59195756753423	10	224	GTPase activator activity	ENSXMAG00000000476,ENSXMAG00000008297,ENSXMAG00000012216,ENSXMAG00000012418,ENSXMAG00000017458,ENSXMAG00000015563,ENSXMAG00000003528,ENSXMAG00000003896,ENSXMAG00000010043,ENSXMAG00000004851	vav3b,arhgef3l,MCF2L,SIPA1,tagapb,VAV1,FGD1,DOCK10,cyth4b,rasgrp4
GO:0005126	0.0330145658834488	7.7744140625	0.288639447391143	2	18	cytokine receptor binding	ENSXMAG00000013364,ENSXMAG00000012582	tnfb,tnfsf13b
GO:0005164	0.0105551944979231	15.564453125	0.160355248550635	2	10	tumor necrosis factor receptor binding	ENSXMAG00000013364,ENSXMAG00000012582	tnfb,tnfsf13b
GO:0005372	0.0473450300832875	30.9108527131783	0.0481065745651906	1	3	water transmembrane transporter activity	ENSXMAG00000017461	mipb
GO:0008177	0.0473450300832875	30.9108527131783	0.0481065745651906	1	3	succinate dehydrogenase (ubiquinone) activity	ENSXMAG00000012600	SDHB
GO:0008528	5.47815147688442e-05	8.19719142645972	0.994202541013939	7	62	G protein-coupled peptide receptor activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000016924,ENSXMAG00000020259,ENSXMAG00000006850,ENSXMAG00000020050,ENSXMAG00000013226	cxcr4a,cxcr3.2,XCR1,ccr12a,CXCR3,CCR9
GO:0016494	0.0160355248550635	Inf	0.0160355248550635	1	1	C-X-C chemokine receptor activity	ENSXMAG00000006850	CXCR3
GO:0016889	0.0473450300832875	30.9108527131783	0.0481065745651906	1	3	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	ENSXMAG00000017960	DNASE2B
GO:0030234	0.00356708828735247	2.55055055055055	5.54829159985198	13	346	enzyme regulator activity	ENSXMAG00000000476,ENSXMAG00000008297,ENSXMAG00000012216,ENSXMAG00000012418,ENSXMAG00000017458,ENSXMAG00000015081,ENSXMAG00000015563,ENSXMAG00000003528,ENSXMAG00000003896,ENSXMAG00000010043,ENSXMAG00000014979,ENSXMAG00000004851,ENSXMAG00000019599	vav3b,arhgef3l,MCF2L,SIPA1,tagapb,c4b,VAV1,FGD1,DOCK10,cyth4b,ncf1,rasgrp4,si:dkeyp-92c9.2
GO:0030695	0.00344430270874137	2.98003072196621	3.64006414209942	10	227	GTPase regulator activity	ENSXMAG00000000476,ENSXMAG00000008297,ENSXMAG00000012216,ENSXMAG00000012418,ENSXMAG00000017458,ENSXMAG00000015563,ENSXMAG00000003528,ENSXMAG00000003896,ENSXMAG00000010043,ENSXMAG00000004851	vav3b,arhgef3l,MCF2L,SIPA1,tagapb,VAV1,FGD1,DOCK10,cyth4b,rasgrp4
GO:0032813	0.0105551944979231	15.564453125	0.160355248550635	2	10	tumor necrosis factor receptor superfamily binding	ENSXMAG00000013364,ENSXMAG00000012582	tnfb,tnfsf13b
GO:0033765	0.03181585815988	61.8294573643411	0.0320710497101271	1	2	steroid dehydrogenase activity, acting on the CH-CH group of donors	ENSXMAG00000006388	srd5a2b
GO:0033829	0.0160355248550635	Inf	0.0160355248550635	1	1	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	ENSXMAG00000009987	mfng
GO:0035671	0.03181585815988	61.8294573643411	0.0320710497101271	1	2	enone reductase activity	ENSXMAG00000006388	srd5a2b
GO:0035718	0.0160355248550635	Inf	0.0160355248550635	1	1	macrophage migration inhibitory factor binding	ENSXMAG00000008646	cd74a
GO:0038023	3.85210837345681e-05	3.02925393803012	7.98569137782164	21	498	signaling receptor activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000010355,ENSXMAG00000011001,ENSXMAG00000016924,ENSXMAG00000018059,ENSXMAG00000020259,ENSXMAG00000004452,ENSXMAG00000006850,ENSXMAG00000006906,ENSXMAG00000013259,ENSXMAG00000018102,ENSXMAG00000020050,ENSXMAG00000013226,ENSXMAG00000020133,ENSXMAG00000020160,ENSXMAG00000020395,ENSXMAG00000004917,ENSXMAG00000008414,ENSXMAG00000009679,ENSXMAG00000019721	cxcr4a,cxcr3.2,il12ba,GPR18,XCR1,p2ry11,ccr12a,p2rx4b,CXCR3,gpr34b,PTAFR,lpar3,CCR9,GPR141,GPR12,tlr22,ntrk2b,tlr1,CHRNA9,HTR1B
GO:0042287	0.0160355248550635	Inf	0.0160355248550635	1	1	MHC protein binding	ENSXMAG00000008646	cd74a
GO:0042289	0.0160355248550635	Inf	0.0160355248550635	1	1	MHC class II protein binding	ENSXMAG00000008646	cd74a
GO:0047751	0.03181585815988	61.8294573643411	0.0320710497101271	1	2	cholestenone 5-alpha-reductase activity	ENSXMAG00000006388	srd5a2b
GO:0050213	0.03181585815988	61.8294573643411	0.0320710497101271	1	2	progesterone 5-alpha-reductase activity	ENSXMAG00000006388	srd5a2b
GO:0051538	0.03181585815988	61.8294573643411	0.0320710497101271	1	2	3 iron, 4 sulfur cluster binding	ENSXMAG00000012600	SDHB
GO:0060089	3.85210837345681e-05	3.02925393803012	7.98569137782164	21	498	molecular transducer activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000010355,ENSXMAG00000011001,ENSXMAG00000016924,ENSXMAG00000018059,ENSXMAG00000020259,ENSXMAG00000004452,ENSXMAG00000006850,ENSXMAG00000006906,ENSXMAG00000013259,ENSXMAG00000018102,ENSXMAG00000020050,ENSXMAG00000013226,ENSXMAG00000020133,ENSXMAG00000020160,ENSXMAG00000020395,ENSXMAG00000004917,ENSXMAG00000008414,ENSXMAG00000009679,ENSXMAG00000019721	cxcr4a,cxcr3.2,il12ba,GPR18,XCR1,p2ry11,ccr12a,p2rx4b,CXCR3,gpr34b,PTAFR,lpar3,CCR9,GPR141,GPR12,tlr22,ntrk2b,tlr1,CHRNA9,HTR1B
GO:0060589	0.00344430270874137	2.98003072196621	3.64006414209942	10	227	nucleoside-triphosphatase regulator activity	ENSXMAG00000000476,ENSXMAG00000008297,ENSXMAG00000012216,ENSXMAG00000012418,ENSXMAG00000017458,ENSXMAG00000015563,ENSXMAG00000003528,ENSXMAG00000003896,ENSXMAG00000010043,ENSXMAG00000004851	vav3b,arhgef3l,MCF2L,SIPA1,tagapb,VAV1,FGD1,DOCK10,cyth4b,rasgrp4
GO:0070003	0.0151601151206119	12.4484375	0.192426298260762	2	12	threonine-type peptidase activity	ENSXMAG00000014635,ENSXMAG00000014628	psmb13a,psmb12
GO:0098772	0.0096894701220382	2.10715287517532	7.69705193043049	15	480	molecular function regulator	ENSXMAG00000000476,ENSXMAG00000008297,ENSXMAG00000010355,ENSXMAG00000012216,ENSXMAG00000012418,ENSXMAG00000017458,ENSXMAG00000015081,ENSXMAG00000015563,ENSXMAG00000016392,ENSXMAG00000003528,ENSXMAG00000003896,ENSXMAG00000010043,ENSXMAG00000014979,ENSXMAG00000004851,ENSXMAG00000019599	vav3b,arhgef3l,il12ba,MCF2L,SIPA1,tagapb,c4b,VAV1,stc1l,FGD1,DOCK10,cyth4b,ncf1,rasgrp4,si:dkeyp-92c9.2
GO:0102040	0.0473450300832875	30.9108527131783	0.0481065745651906	1	3	fumarate reductase (menaquinone)	ENSXMAG00000012600	SDHB
GO:0140375	7.58369706691067e-11	58.0546448087432	0.27260392253608	8	17	immune receptor activity	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000010355,ENSXMAG00000016924,ENSXMAG00000020259,ENSXMAG00000006850,ENSXMAG00000020050,ENSXMAG00000013226	cxcr4a,cxcr3.2,il12ba,XCR1,ccr12a,CXCR3,CCR9
