GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0004559	0.0133884391716648	6.21125541125541	1.03022079684223	4	9	alpha-mannosidase activity	ENSXMAG00000004209,ENSXMAG00000010644,ENSXMAG00000000851,ENSXMAG00000015078	man1b1b,MAN1B1,MAN2A2,man1a2
GO:0004571	0.0125122544017497	11.6383783783784	0.572344887134575	3	5	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	ENSXMAG00000004209,ENSXMAG00000010644,ENSXMAG00000015078	man1b1b,MAN1B1,man1a2
GO:0004591	0.0130906417560758	Inf	0.22893795485383	2	2	oxoglutarate dehydrogenase (succinyl-transferring) activity	ENSXMAG00000000877,ENSXMAG00000016835	OGDH,dhtkd1
GO:0004672	0.0388255416388322	1.31287631578089	47.161218699889	59	412	protein kinase activity	ENSXMAG00000000211,ENSXMAG00000004548,ENSXMAG00000006673,ENSXMAG00000007364,ENSXMAG00000008612,ENSXMAG00000010290,ENSXMAG00000011935,ENSXMAG00000012460,ENSXMAG00000017487,ENSXMAG00000018776,ENSXMAG00000001846,ENSXMAG00000004922,ENSXMAG00000006429,ENSXMAG00000008665,ENSXMAG00000008786,ENSXMAG00000009142,ENSXMAG00000009913,ENSXMAG00000012847,ENSXMAG00000016499,ENSXMAG00000016851,ENSXMAG00000018390,ENSXMAG00000018838,ENSXMAG00000000828,ENSXMAG00000002442,ENSXMAG00000002775,ENSXMAG00000003004,ENSXMAG00000003196,ENSXMAG00000004939,ENSXMAG00000005037,ENSXMAG00000005081,ENSXMAG00000005398,ENSXMAG00000005903,ENSXMAG00000006471,ENSXMAG00000006926,ENSXMAG00000010323,ENSXMAG00000010809,ENSXMAG00000012812,ENSXMAG00000013115,ENSXMAG00000013537,ENSXMAG00000013681,ENSXMAG00000015186,ENSXMAG00000018686,ENSXMAG00000002551,ENSXMAG00000002736,ENSXMAG00000003430,ENSXMAG00000004949,ENSXMAG00000004986,ENSXMAG00000005339,ENSXMAG00000005775,ENSXMAG00000006578,ENSXMAG00000008582,ENSXMAG00000009185,ENSXMAG00000009281,ENSXMAG00000010900,ENSXMAG00000011552,ENSXMAG00000014460,ENSXMAG00000015491,ENSXMAG00000017442,ENSXMAG00000018648	oxsr1a,pak1,AKT1,csk,tlk2,srpk1a,mink1,stk10,WNK2,phkg2,AAK1,araf,PKN1,limk1a,lrwd1,MAST1,bmp2k,stk35,CAMKV,igf1rb,erbb2,csnk1g2a,PIK3R4,cdk4,lrrk2,JAK2,pak4,tyro3,CDK19,KALRN,MAST2,MARK4,MAST3,PTK7,slkb,gsk3ab,ephb4a,tnni3k,cdc42bpb,BMPR2,BRSK2,MAP3K10,KSR2,tbk1,csnk1db,TLK1,map3k7,prkcba,ULK2,prkcaa,cdk17,rock2a,ATR,nlk1,tlk1b,ikbkb,dapk1,npr1a,insrb
GO:0004674	0.0155217580404613	1.54289494964346	25.0687060564944	36	219	protein serine/threonine kinase activity	ENSXMAG00000000211,ENSXMAG00000004548,ENSXMAG00000006673,ENSXMAG00000012460,ENSXMAG00000017487,ENSXMAG00000018776,ENSXMAG00000004922,ENSXMAG00000006429,ENSXMAG00000008665,ENSXMAG00000009142,ENSXMAG00000012847,ENSXMAG00000018838,ENSXMAG00000000828,ENSXMAG00000002442,ENSXMAG00000002775,ENSXMAG00000003196,ENSXMAG00000005037,ENSXMAG00000005081,ENSXMAG00000005398,ENSXMAG00000005903,ENSXMAG00000006471,ENSXMAG00000010323,ENSXMAG00000010809,ENSXMAG00000013537,ENSXMAG00000013681,ENSXMAG00000018686,ENSXMAG00000003430,ENSXMAG00000004986,ENSXMAG00000005339,ENSXMAG00000005775,ENSXMAG00000006578,ENSXMAG00000009185,ENSXMAG00000009281,ENSXMAG00000010900,ENSXMAG00000014460,ENSXMAG00000015491	oxsr1a,pak1,AKT1,stk10,WNK2,phkg2,araf,PKN1,limk1a,MAST1,stk35,csnk1g2a,PIK3R4,cdk4,lrrk2,pak4,CDK19,KALRN,MAST2,MARK4,MAST3,slkb,gsk3ab,cdc42bpb,BMPR2,MAP3K10,csnk1db,map3k7,prkcba,ULK2,prkcaa,rock2a,ATR,nlk1,ikbkb,dapk1
GO:0004822	0.0130906417560758	Inf	0.22893795485383	2	2	isoleucine-tRNA ligase activity	ENSXMAG00000018636,ENSXMAG00000017562	iars2,iars1
GO:0004842	2.91475192095031e-08	3.6395251396648	12.0192426298261	33	105	ubiquitin-protein transferase activity	ENSXMAG00000001469,ENSXMAG00000001721,ENSXMAG00000002594,ENSXMAG00000007765,ENSXMAG00000016984,ENSXMAG00000019355,ENSXMAG00000000076,ENSXMAG00000002429,ENSXMAG00000004614,ENSXMAG00000009209,ENSXMAG00000009354,ENSXMAG00000009731,ENSXMAG00000011476,ENSXMAG00000013187,ENSXMAG00000015363,ENSXMAG00000016133,ENSXMAG00000016386,ENSXMAG00000018021,ENSXMAG00000004345,ENSXMAG00000007758,ENSXMAG00000008797,ENSXMAG00000010828,ENSXMAG00000013626,ENSXMAG00000014059,ENSXMAG00000015378,ENSXMAG00000015785,ENSXMAG00000002545,ENSXMAG00000007159,ENSXMAG00000008684,ENSXMAG00000012608,ENSXMAG00000015100,ENSXMAG00000015819,ENSXMAG00000015876	znf598,wdsub1,nosip,FBXO40,CNOT4,arih2,stub1,ubr5,msl2b,hectd1,UBE3A,ube4b,lnx2b,SHPRH,HERC2,UBR2,anapc11,WWP1,cbl,HUWE1,UBR1,RNF5,fbxo30a,LONRF3,rnf19a,rnf217,RNF146,RNF123,DTX1,arih1,dtx4a
GO:0004970	0.0161562270305476	3.58718504922409	2.17491057111139	6	19	ionotropic glutamate receptor activity	ENSXMAG00000014975,ENSXMAG00000017142,ENSXMAG00000010477,ENSXMAG00000006209,ENSXMAG00000014647,ENSXMAG00000016959	gria1b,GRIN2C,gria1a,GRIN2B,GRIK3,GRID1
GO:0005085	0.016793683245525	1.70611423974256	15.3388429752066	24	134	guanyl-nucleotide exchange factor activity	ENSXMAG00000001661,ENSXMAG00000003360,ENSXMAG00000005703,ENSXMAG00000000262,ENSXMAG00000000404,ENSXMAG00000002919,ENSXMAG00000007556,ENSXMAG00000009599,ENSXMAG00000010123,ENSXMAG00000010643,ENSXMAG00000011415,ENSXMAG00000016344,ENSXMAG00000002141,ENSXMAG00000005081,ENSXMAG00000005864,ENSXMAG00000009460,ENSXMAG00000015718,ENSXMAG00000017609,ENSXMAG00000002440,ENSXMAG00000003689,ENSXMAG00000003776,ENSXMAG00000007277,ENSXMAG00000010376,ENSXMAG00000014615	ric8b,PLEKHG1,rapgef1b,ARHGEF10,MCF2,ARHGEF10L,DENND1A,PLEKHG3,PREX2,DOCK9,ralgps2,dock1,RAPGEF2,KALRN,GBF1,DENND5A,DOCK3,TIAM1,DENND1B,dock5,FARP2,dennd4a,sos2
GO:0005096	0.00145387444437225	1.76709113423402	25.641050943629	41	224	GTPase activator activity	ENSXMAG00000001324,ENSXMAG00000001661,ENSXMAG00000003360,ENSXMAG00000005703,ENSXMAG00000006112,ENSXMAG00000008066,ENSXMAG00000010492,ENSXMAG00000012749,ENSXMAG00000015995,ENSXMAG00000000262,ENSXMAG00000000404,ENSXMAG00000002919,ENSXMAG00000007556,ENSXMAG00000008442,ENSXMAG00000009599,ENSXMAG00000010123,ENSXMAG00000010643,ENSXMAG00000011415,ENSXMAG00000012029,ENSXMAG00000016344,ENSXMAG00000001494,ENSXMAG00000002141,ENSXMAG00000005081,ENSXMAG00000005864,ENSXMAG00000009460,ENSXMAG00000009744,ENSXMAG00000015120,ENSXMAG00000015718,ENSXMAG00000017609,ENSXMAG00000018796,ENSXMAG00000002440,ENSXMAG00000003689,ENSXMAG00000003776,ENSXMAG00000006413,ENSXMAG00000007277,ENSXMAG00000010376,ENSXMAG00000014571,ENSXMAG00000014615,ENSXMAG00000014836,ENSXMAG00000015355,ENSXMAG00000019416	arfgap3,ric8b,PLEKHG1,rapgef1b,arhgap12a,asap2a,myo9aa,TSC2,rp2,ARHGEF10,MCF2,ARHGEF10L,DENND1A,ARHGAP21,PLEKHG3,PREX2,DOCK9,ralgps2,GIT1,dock1,git2b,RAPGEF2,KALRN,GBF1,DENND5A,asap2b,RASAL1,DOCK3,TIAM1,acap3b,DENND1B,dock5,FARP2,AGAP1,dennd4a,rab3gap1,sos2,ARHGAP44,zgc:63863,RASA1
