GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0004713	0.000604234944149215	2.2439041603444	16.9553472307882	30	81	protein tyrosine kinase activity	ENSXMAG00000000220,ENSXMAG00000002212,ENSXMAG00000002890,ENSXMAG00000003465,ENSXMAG00000008554,ENSXMAG00000008588,ENSXMAG00000009512,ENSXMAG00000011178,ENSXMAG00000013193,ENSXMAG00000013494,ENSXMAG00000014365,ENSXMAG00000015476,ENSXMAG00000016482,ENSXMAG00000001898,ENSXMAG00000004673,ENSXMAG00000005838,ENSXMAG00000005926,ENSXMAG00000007385,ENSXMAG00000008306,ENSXMAG00000011265,ENSXMAG00000011620,ENSXMAG00000014457,ENSXMAG00000016744,ENSXMAG00000018788,ENSXMAG00000001476,ENSXMAG00000002221,ENSXMAG00000004048,ENSXMAG00000005435,ENSXMAG00000009529,ENSXMAG00000009676	TYK2,jak1,yrk,jak2a,pdgfrb,csf1ra,fgfr2,erbb3b,kdrl,EPHA3,pdgfra,PTK2,egfra,nrp2b,ephb3a,EPHB3,AXL,ephb4b,epha4a,tie1,FER,met,NTRK2,fgfr4,src,YES1,ptk2bb,wee2,FRMPD2,flt4
GO:0004714	0.00320824226831064	2.40802542709575	10.2569384482546	19	49	transmembrane receptor protein tyrosine kinase activity	ENSXMAG00000008554,ENSXMAG00000008588,ENSXMAG00000009512,ENSXMAG00000011178,ENSXMAG00000013193,ENSXMAG00000013494,ENSXMAG00000014365,ENSXMAG00000016482,ENSXMAG00000001898,ENSXMAG00000004673,ENSXMAG00000005838,ENSXMAG00000005926,ENSXMAG00000007385,ENSXMAG00000008306,ENSXMAG00000011265,ENSXMAG00000014457,ENSXMAG00000016744,ENSXMAG00000018788,ENSXMAG00000009676	pdgfrb,csf1ra,fgfr2,erbb3b,kdrl,EPHA3,pdgfra,egfra,nrp2b,ephb3a,EPHB3,AXL,ephb4b,epha4a,tie1,met,NTRK2,fgfr4,flt4
GO:0004715	0.0438947116832035	2.08451957295374	6.48908350807944	11	31	non-membrane spanning protein tyrosine kinase activity	ENSXMAG00000000220,ENSXMAG00000002212,ENSXMAG00000002890,ENSXMAG00000003465,ENSXMAG00000015476,ENSXMAG00000011620,ENSXMAG00000001476,ENSXMAG00000002221,ENSXMAG00000004048,ENSXMAG00000005435,ENSXMAG00000009529	TYK2,jak1,yrk,jak2a,PTK2,FER,src,YES1,ptk2bb,wee2,FRMPD2
GO:0004809	0.0437966525381546	Inf	0.418650548908351	2	2	tRNA (guanine-N2-)-methyltransferase activity	ENSXMAG00000013823,ENSXMAG00000003575	TRMT1,TRMT1L
GO:0004888	0.00223503181320726	1.39096343178622	92.3124460342914	117	441	transmembrane signaling receptor activity	ENSXMAG00000000470,ENSXMAG00000000919,ENSXMAG00000001095,ENSXMAG00000001711,ENSXMAG00000001857,ENSXMAG00000001997,ENSXMAG00000005624,ENSXMAG00000005676,ENSXMAG00000006344,ENSXMAG00000008554,ENSXMAG00000008588,ENSXMAG00000009512,ENSXMAG00000009592,ENSXMAG00000009787,ENSXMAG00000010044,ENSXMAG00000010192,ENSXMAG00000011005,ENSXMAG00000011072,ENSXMAG00000011178,ENSXMAG00000011851,ENSXMAG00000012134,ENSXMAG00000013193,ENSXMAG00000013494,ENSXMAG00000014365,ENSXMAG00000016482,ENSXMAG00000016747,ENSXMAG00000019535,ENSXMAG00000019630,ENSXMAG00000019716,ENSXMAG00000019997,ENSXMAG00000020196,ENSXMAG00000020275,ENSXMAG00000020317,ENSXMAG00000020331,ENSXMAG00000020390,ENSXMAG00000000055,ENSXMAG00000000566,ENSXMAG00000001722,ENSXMAG00000001788,ENSXMAG00000001898,ENSXMAG00000002106,ENSXMAG00000002536,ENSXMAG00000004034,ENSXMAG00000004087,ENSXMAG00000004673,ENSXMAG00000004882,ENSXMAG00000005305,ENSXMAG00000005838,ENSXMAG00000005926,ENSXMAG00000006533,ENSXMAG00000007385,ENSXMAG00000008306,ENSXMAG00000009000,ENSXMAG00000009513,ENSXMAG00000009518,ENSXMAG00000009979,ENSXMAG00000010772,ENSXMAG00000011092,ENSXMAG00000011265,ENSXMAG00000011304,ENSXMAG00000011919,ENSXMAG00000012206,ENSXMAG00000012966,ENSXMAG00000013366,ENSXMAG00000013675,ENSXMAG00000014457,ENSXMAG00000015278,ENSXMAG00000016744,ENSXMAG00000016932,ENSXMAG00000017124,ENSXMAG00000017591,ENSXMAG00000017689,ENSXMAG00000018788,ENSXMAG00000018922,ENSXMAG00000018941,ENSXMAG00000019945,ENSXMAG00000019951,ENSXMAG00000020055,ENSXMAG00000020230,ENSXMAG00000020263,ENSXMAG00000020278,ENSXMAG00000020283,ENSXMAG00000002239,ENSXMAG00000003393,ENSXMAG00000004259,ENSXMAG00000007717,ENSXMAG00000008865,ENSXMAG00000009263,ENSXMAG00000009963,ENSXMAG00000011728,ENSXMAG00000012791,ENSXMAG00000012971,ENSXMAG00000013367,ENSXMAG00000013421,ENSXMAG00000015711,ENSXMAG00000015901,ENSXMAG00000017758,ENSXMAG00000017974,ENSXMAG00000018109,ENSXMAG00000019488,ENSXMAG00000019815,ENSXMAG00000020215,ENSXMAG00000020223,ENSXMAG00000020329,ENSXMAG00000000680,ENSXMAG00000004208,ENSXMAG00000008393,ENSXMAG00000009676,ENSXMAG00000011526,ENSXMAG00000012524,ENSXMAG00000014838,ENSXMAG00000015247,ENSXMAG00000016186,ENSXMAG00000017676,ENSXMAG00000018901,ENSXMAG00000019501,ENSXMAG00000019798	ADRB2,gprc5ba,ltb4r2a,GABRG2,adgra2,si:ch211-251b21.1,unc5b,htr2b,ADCYAP1R1,pdgfrb,csf1ra,fgfr2,ednraa,unc5a,GPR61,hcrtr2,smo,acvrl1,erbb3b,chrne,adgrg1,kdrl,EPHA3,pdgfra,egfra,galr2a,gpr182,cnr1,ACKR4,s1pr5a,ccr12a,P2RY1,adra2b,cmklr1,fzd7b,ADGRD1,tgfbr1b,GPR21,TLR5,nrp2b,acvr2aa,lpar5b,fzd6,gpr184,ephb3a,ADGRL3,GLP2R,EPHB3,AXL,VIPR2,ephb4b,epha4a,adra1bb,vipr1b,gper1,BDKRB2,tlr21,lhcgr,tie1,ACVR1C,agtr2,GRIN2C,GPR37L1,chrnb1,met,F2RL3,NTRK2,adcyap1r1a,bmpr1ba,glra3,chrm2a,fgfr4,f2r2.1,NPY2R,s1pr3a,s1pr2,ackr4b,lpar6a,C5AR1,P2RY14,GPR34,GRIN3A,PLXNB3,bmpr1aa,p2rx2,ptger1b,gabra6a,galr1b,GPR158,ADGRB1,CASR,tlr18,lpar2a,ptch1,GRIA2,mtnr1bb,GRM4,P2RY2,adra2da,s1pr5b,adra2a,or30bt5,gpr3,CALCR,GABRA5,or30bu2,flt4,gria3a,GPR26,rgrb,aplnra,grm5a,tas1r1,npy7r,s1pr1
GO:0004930	0.0381407632068328	1.3022621314105	57.5644504748982	70	275	G protein-coupled receptor activity	ENSXMAG00000000470,ENSXMAG00000000919,ENSXMAG00000001095,ENSXMAG00000001857,ENSXMAG00000005676,ENSXMAG00000006344,ENSXMAG00000009592,ENSXMAG00000010044,ENSXMAG00000010192,ENSXMAG00000011005,ENSXMAG00000012134,ENSXMAG00000016747,ENSXMAG00000019535,ENSXMAG00000019630,ENSXMAG00000019716,ENSXMAG00000019997,ENSXMAG00000020196,ENSXMAG00000020275,ENSXMAG00000020317,ENSXMAG00000020331,ENSXMAG00000000055,ENSXMAG00000001722,ENSXMAG00000002536,ENSXMAG00000004087,ENSXMAG00000004882,ENSXMAG00000005305,ENSXMAG00000006533,ENSXMAG00000009000,ENSXMAG00000009513,ENSXMAG00000009518,ENSXMAG00000009979,ENSXMAG00000011092,ENSXMAG00000011919,ENSXMAG00000012206,ENSXMAG00000013366,ENSXMAG00000015278,ENSXMAG00000016932,ENSXMAG00000017689,ENSXMAG00000018922,ENSXMAG00000018941,ENSXMAG00000019945,ENSXMAG00000019951,ENSXMAG00000020055,ENSXMAG00000020230,ENSXMAG00000020263,ENSXMAG00000020278,ENSXMAG00000020283,ENSXMAG00000008865,ENSXMAG00000009963,ENSXMAG00000011728,ENSXMAG00000012791,ENSXMAG00000012971,ENSXMAG00000013421,ENSXMAG00000017758,ENSXMAG00000017974,ENSXMAG00000018109,ENSXMAG00000019488,ENSXMAG00000019815,ENSXMAG00000020215,ENSXMAG00000020223,ENSXMAG00000020329,ENSXMAG00000000680,ENSXMAG00000008393,ENSXMAG00000012524,ENSXMAG00000014838,ENSXMAG00000015247,ENSXMAG00000017676,ENSXMAG00000018901,ENSXMAG00000019501,ENSXMAG00000019798	ADRB2,gprc5ba,ltb4r2a,adgra2,htr2b,ADCYAP1R1,ednraa,GPR61,hcrtr2,smo,adgrg1,galr2a,gpr182,cnr1,ACKR4,s1pr5a,ccr12a,P2RY1,adra2b,cmklr1,ADGRD1,GPR21,lpar5b,gpr184,ADGRL3,GLP2R,VIPR2,adra1bb,vipr1b,gper1,BDKRB2,lhcgr,agtr2,GPR37L1,F2RL3,adcyap1r1a,chrm2a,f2r2.1,NPY2R,s1pr3a,s1pr2,ackr4b,lpar6a,C5AR1,P2RY14,GPR34,ptger1b,galr1b,GPR158,ADGRB1,CASR,lpar2a,mtnr1bb,GRM4,P2RY2,adra2da,s1pr5b,adra2a,or30bt5,gpr3,CALCR,or30bu2,GPR26,rgrb,aplnra,grm5a,tas1r1,npy7r,s1pr1
GO:0004947	0.0437966525381546	Inf	0.418650548908351	2	2	bradykinin receptor activity	ENSXMAG00000009979,ENSXMAG00000012206	BDKRB2
GO:0004966	0.0437966525381546	Inf	0.418650548908351	2	2	galanin receptor activity	ENSXMAG00000016747,ENSXMAG00000009963	galr2a,galr1b
GO:0004999	0.0199534626232407	7.56999409332546	1.25595164672505	4	6	vasoactive intestinal polypeptide receptor activity	ENSXMAG00000006344,ENSXMAG00000006533,ENSXMAG00000009513,ENSXMAG00000016932	ADCYAP1R1,VIPR2,vipr1b,adcyap1r1a
GO:0005003	0.0392582287796592	3.7854609929078	2.09325274454175	5	10	ephrin receptor activity	ENSXMAG00000013494,ENSXMAG00000004673,ENSXMAG00000005838,ENSXMAG00000007385,ENSXMAG00000008306	EPHA3,ephb3a,EPHB3,ephb4b,epha4a
GO:0005102	0.0138433331783748	1.46128643762707	40.8184285185642	54	195	signaling receptor binding	ENSXMAG00000001821,ENSXMAG00000004318,ENSXMAG00000004457,ENSXMAG00000004792,ENSXMAG00000004905,ENSXMAG00000005131,ENSXMAG00000008513,ENSXMAG00000009205,ENSXMAG00000009998,ENSXMAG00000012475,ENSXMAG00000012551,ENSXMAG00000014880,ENSXMAG00000016530,ENSXMAG00000017731,ENSXMAG00000018426,ENSXMAG00000019150,ENSXMAG00000001149,ENSXMAG00000002351,ENSXMAG00000002567,ENSXMAG00000003970,ENSXMAG00000004237,ENSXMAG00000004388,ENSXMAG00000006011,ENSXMAG00000007226,ENSXMAG00000013646,ENSXMAG00000013888,ENSXMAG00000015959,ENSXMAG00000016121,ENSXMAG00000000495,ENSXMAG00000004274,ENSXMAG00000007513,ENSXMAG00000008345,ENSXMAG00000010136,ENSXMAG00000010263,ENSXMAG00000010465,ENSXMAG00000012850,ENSXMAG00000013441,ENSXMAG00000013581,ENSXMAG00000014506,ENSXMAG00000014713,ENSXMAG00000014802,ENSXMAG00000015109,ENSXMAG00000016163,ENSXMAG00000017893,ENSXMAG00000018904,ENSXMAG00000019292,ENSXMAG00000000385,ENSXMAG00000001523,ENSXMAG00000002618,ENSXMAG00000006373,ENSXMAG00000009523,ENSXMAG00000012949,ENSXMAG00000013819,ENSXMAG00000014265	fn1a,sema3e,pdgfab,SEMA3C,TRAF2,adm2a,HOMER3,tnfsf10,bmp3,fgf22,IRS2,il17d,sema3fa,unc93b1,alkal1,sema6e,tgfb1a,sema4c,homer3b,TGFB3,sema3d,HGF,bmp6,RELN,nlgn2a,wnt11,EFNA5,gal,STC2,sema3ab,wnt7aa,fgf18a,fgf10b,WNT8A,rln3b,gna15.4,apln,inhbab,tgfb3,efna1a,ndr2,uts2a,spaw,nrg2b,SEMA6B,FGF11,fgf19,pyya,il34,wnt16,npb,gcga,rln3a
GO:0005160	0.00915920124024332	Inf	0.627975823362526	3	3	transforming growth factor beta receptor binding	ENSXMAG00000001149,ENSXMAG00000003970,ENSXMAG00000014713	tgfb1a,TGFB3,tgfb3
GO:0005201	0.00169073010407869	6.06749555950266	2.72122856790428	8	13	extracellular matrix structural constituent	ENSXMAG00000000531,ENSXMAG00000000698,ENSXMAG00000004643,ENSXMAG00000012380,ENSXMAG00000016415,ENSXMAG00000017341,ENSXMAG00000017898,ENSXMAG00000017753	col11a1b,col1a2,zgc:173556,COL4A1,dpt,col1a1b,COL5A1,col5a3a
GO:0005262	0.0278009618721673	2.04250651309475	8.37301097816702	14	40	calcium channel activity	ENSXMAG00000002645,ENSXMAG00000004242,ENSXMAG00000007146,ENSXMAG00000009638,ENSXMAG00000011036,ENSXMAG00000000194,ENSXMAG00000002253,ENSXMAG00000005434,ENSXMAG00000016776,ENSXMAG00000007545,ENSXMAG00000010988,ENSXMAG00000002276,ENSXMAG00000008679,ENSXMAG00000017350	trpc1,CACNB4,trpc4b,CACNG7,cacna1c,CACNG3,ITPR1,trpv1,cacna2d2a,trpc6a,cacna1sb,cacnb2a,trpc4a,cacnb3a
GO:0005346	0.0437966525381546	Inf	0.418650548908351	2	2	purine ribonucleotide transmembrane transporter activity	ENSXMAG00000012911,ENSXMAG00000017004	slc25a4,slc33a1
